-45	0.1
-44	0.1
-43	0.1
-42	0.1
-41	0.1
-40	0.1
-39	0.1
-38	0.1
-37	0.1
-36	0.1
-35	0.1
-34	0.1
-33	0.1
-32	0.1
-31	0.1
-30	0.1
-29	0.1
-28	0.1
-27	0.1
-26	0.1
-25	0.1
-24	0.1
-23	0.1
-22	0.1
-21	0.1
-20	0.1
-19	0.1
-18	0.1
-17	0.1
-16	0.1
-15	0.1
-14	0.1
-13	0.1
-12	0.1
-11	0.1
-10	0.1
-9	0.1
-8	0.1
-7	0.1
-6	0.1
-5	0.1
-4	0.1
-3	0.1
-2	0.1
-1	0.1
0	1
1	10
2	10
3	10
4	10
5	10
6	10
7	10
8	10
9	10
10	10
11	10
12	10
13	10
14	10
15	10
16	10
17	10
18	10
19	10
20	10
21	10
22	10
23	10
24	10
25	10
26	10
27	10
28	10
29	10
30	10
31	10
32	10
33	10
34	10
35	10
36	10
37	10
38	10
39	10
40	10
41	10
42	10
43	10
44	10
45	10
